date,hour,total
6/26 (2011),3 AM,34
6/26 (2011),4 AM,11
6/26 (2011),5 AM,12
6/26 (2011),6 AM,20
6/26 (2011),7 AM,51
6/26 (2011),8 AM,107
6/26 (2011),9 AM,206
6/26 (2011),10 AM,332
6/26 (2011),11 AM,346
6/26 (2011),12 PM,443
6/26 (2011),1 PM,442
6/26 (2011),2 PM,443
6/26 (2011),3 PM,403
6/26 (2011),4 PM,455
6/26 (2011),5 PM,421
6/26 (2011),6 PM,382
6/26 (2011),7 PM,317
6/26 (2011),8 PM,213
6/26 (2011),9 PM,183
6/26 (2011),10 PM,114
6/26 (2011),11 PM,78
6/27 (2011),12 AM,32
6/27 (2011),1 AM,15
6/27 (2011),2 AM,6
6/27 (2011),3 AM,2
6/27 (2011),4 AM,9
6/27 (2011),5 AM,22
6/27 (2011),6 AM,94
6/27 (2011),7 AM,261
6/27 (2011),8 AM,447
6/27 (2011),9 AM,187
6/27 (2011),10 AM,150
6/27 (2011),11 AM,150
6/27 (2011),12 PM,170
6/27 (2011),1 PM,164
6/27 (2011),2 PM,158
6/27 (2011),3 PM,202
6/27 (2011),4 PM,275
6/27 (2011),5 PM,604
6/27 (2011),6 PM,591
6/27 (2011),7 PM,396
6/27 (2011),8 PM,305
6/27 (2011),9 PM,242
6/27 (2011),10 PM,145
6/27 (2011),11 PM,81
6/28 (2011),12 AM,30
6/28 (2011),1 AM,13
6/28 (2011),2 AM,11
6/28 (2011),3 AM,2
6/28 (2011),4 AM,8
6/28 (2011),5 AM,21
6/28 (2011),6 AM,124
6/28 (2011),7 AM,347
6/28 (2011),8 AM,456
6/28 (2011),9 AM,246
6/28 (2011),10 AM,157
6/28 (2011),11 AM,167
6/28 (2011),12 PM,202
6/28 (2011),1 PM,189
6/28 (2011),2 PM,160
6/28 (2011),3 PM,166
6/28 (2011),4 PM,261
6/28 (2011),5 PM,579
6/28 (2011),6 PM,504
6/28 (2011),7 PM,299
6/28 (2011),8 PM,296
6/28 (2011),9 PM,195
6/28 (2011),10 PM,134
6/28 (2011),11 PM,81
6/29 (2011),12 AM,36
6/29 (2011),1 AM,28
6/29 (2011),2 AM,16
6/29 (2011),3 AM,5
6/29 (2011),4 AM,5
6/29 (2011),5 AM,22
6/29 (2011),6 AM,116
6/29 (2011),7 AM,336
6/29 (2011),8 AM,540
6/29 (2011),9 AM,221
6/29 (2011),10 AM,126
6/29 (2011),11 AM,170
6/29 (2011),12 PM,243
6/29 (2011),1 PM,231
6/29 (2011),2 PM,188
6/29 (2011),3 PM,189
6/29 (2011),4 PM,328
6/29 (2011),5 PM,570
6/29 (2011),6 PM,588
6/29 (2011),7 PM,401
6/29 (2011),8 PM,333
6/29 (2011),9 PM,221
6/29 (2011),10 PM,183
6/29 (2011),11 PM,129
6/30 (2011),12 AM,54
6/30 (2011),1 AM,32
6/30 (2011),2 AM,8
6/30 (2011),3 AM,9
6/30 (2011),4 AM,6
6/30 (2011),5 AM,25
6/30 (2011),6 AM,123
6/30 (2011),7 AM,320
6/30 (2011),8 AM,555
6/30 (2011),9 AM,260
6/30 (2011),10 AM,132
6/30 (2011),11 AM,169
6/30 (2011),12 PM,233
6/30 (2011),1 PM,232
6/30 (2011),2 PM,163
6/30 (2011),3 PM,240
6/30 (2011),4 PM,323
6/30 (2011),5 PM,594
6/30 (2011),6 PM,586
6/30 (2011),7 PM,455
6/30 (2011),8 PM,340
6/30 (2011),9 PM,323
6/30 (2011),10 PM,207
6/30 (2011),11 PM,126
7/1 (2011),12 AM,68
7/1 (2011),1 AM,31
7/1 (2011),2 AM,13
7/1 (2011),3 AM,11
7/1 (2011),4 AM,6
7/1 (2011),5 AM,30
7/1 (2011),6 AM,108
7/1 (2011),7 AM,243
7/1 (2011),8 AM,492
7/1 (2011),9 AM,260
7/1 (2011),10 AM,170
7/1 (2011),11 AM,214
7/1 (2011),12 PM,263
7/1 (2011),1 PM,292
7/1 (2011),2 PM,303
7/1 (2011),3 PM,381
7/1 (2011),4 PM,427
7/1 (2011),5 PM,461
7/1 (2011),6 PM,422
7/1 (2011),7 PM,318
7/1 (2011),8 PM,269
7/1 (2011),9 PM,218
7/1 (2011),10 PM,222
7/1 (2011),11 PM,140
7/2 (2011),12 AM,115
7/2 (2011),1 AM,78
7/2 (2011),2 AM,52
7/2 (2011),3 AM,26
7/2 (2011),4 AM,11
7/2 (2011),5 AM,14
7/2 (2011),6 AM,32
7/2 (2011),7 AM,45
7/2 (2011),8 AM,132
7/2 (2011),9 AM,179
7/2 (2011),10 AM,271
7/2 (2011),11 AM,357
7/2 (2011),12 PM,374
7/2 (2011),1 PM,404
7/2 (2011),2 PM,392
7/2 (2011),3 PM,331
7/2 (2011),4 PM,398
7/2 (2011),5 PM,349
7/2 (2011),6 PM,383
7/2 (2011),7 PM,305
7/2 (2011),8 PM,284
7/2 (2011),9 PM,232
7/2 (2011),10 PM,201
7/2 (2011),11 PM,154
7/3 (2011),12 AM,144
7/3 (2011),1 AM,78
7/3 (2011),2 AM,69
7/3 (2011),3 AM,33
7/3 (2011),4 AM,5
7/3 (2011),5 AM,1
7/3 (2011),6 AM,3
7/3 (2011),7 AM,25
7/3 (2011),8 AM,92
7/3 (2011),9 AM,181
7/3 (2011),10 AM,264
7/3 (2011),11 AM,390
7/3 (2011),12 PM,404
7/3 (2011),1 PM,421
7/3 (2011),2 PM,375
7/3 (2011),3 PM,376
7/3 (2011),4 PM,414
7/3 (2011),5 PM,358
7/3 (2011),6 PM,181
7/3 (2011),7 PM,183
7/3 (2011),8 PM,176
7/3 (2011),9 PM,167
7/3 (2011),10 PM,162
7/3 (2011),11 PM,147
7/4 (2011),12 AM,140
7/4 (2011),1 AM,119
7/4 (2011),2 AM,63
7/4 (2011),3 AM,26
7/4 (2011),4 AM,12
7/4 (2011),5 AM,4
7/4 (2011),6 AM,16
7/4 (2011),7 AM,36
7/4 (2011),8 AM,86
7/4 (2011),9 AM,238
7/4 (2011),10 AM,280
7/4 (2011),11 AM,349
7/4 (2011),12 PM,447
7/4 (2011),1 PM,423
7/4 (2011),2 PM,408
7/4 (2011),3 PM,408
7/4 (2011),4 PM,452
7/4 (2011),5 PM,436
7/4 (2011),6 PM,418
7/4 (2011),7 PM,375
7/4 (2011),8 PM,386
7/4 (2011),9 PM,457
7/4 (2011),10 PM,326
7/4 (2011),11 PM,138
7/5 (2011),12 AM,55
7/5 (2011),1 AM,39
7/5 (2011),2 AM,13
7/5 (2011),3 AM,8
7/5 (2011),4 AM,5
7/5 (2011),5 AM,20
7/5 (2011),6 AM,94
7/5 (2011),7 AM,270
7/5 (2011),8 AM,432
7/5 (2011),9 AM,227
7/5 (2011),10 AM,139
7/5 (2011),11 AM,172
7/5 (2011),12 PM,201
7/5 (2011),1 PM,203
7/5 (2011),2 PM,178
7/5 (2011),3 PM,162
7/5 (2011),4 PM,281
7/5 (2011),5 PM,545
7/5 (2011),6 PM,496
7/5 (2011),7 PM,368
7/5 (2011),8 PM,284
7/5 (2011),9 PM,245
7/5 (2011),10 PM,155
7/5 (2011),11 PM,73
7/6 (2011),12 AM,37
7/6 (2011),1 AM,15
7/6 (2011),2 AM,5
7/6 (2011),3 AM,6
7/6 (2011),4 AM,6
7/6 (2011),5 AM,35
7/6 (2011),6 AM,121
7/6 (2011),7 AM,312
7/6 (2011),8 AM,428
7/6 (2011),9 AM,189
7/6 (2011),10 AM,43
7/6 (2011),11 AM,127
7/6 (2011),12 PM,152
7/6 (2011),1 PM,140
7/6 (2011),2 PM,163
7/6 (2011),3 PM,185
7/6 (2011),4 PM,275
7/6 (2011),5 PM,596
7/6 (2011),6 PM,563
7/6 (2011),7 PM,394
7/6 (2011),8 PM,312
7/6 (2011),9 PM,241
7/6 (2011),10 PM,186
7/6 (2011),11 PM,98
7/7 (2011),12 AM,35
7/7 (2011),1 AM,16
7/7 (2011),2 AM,8
7/7 (2011),3 AM,4
7/7 (2011),4 AM,4
7/7 (2011),5 AM,32
7/7 (2011),6 AM,118
7/7 (2011),7 AM,292
7/7 (2011),8 AM,443
7/7 (2011),9 AM,179
7/7 (2011),10 AM,101
7/7 (2011),11 AM,142
7/7 (2011),12 PM,171
7/7 (2011),1 PM,155
7/7 (2011),2 PM,160
7/7 (2011),3 PM,166
7/7 (2011),4 PM,265
7/7 (2011),5 PM,569
7/7 (2011),6 PM,562
7/7 (2011),7 PM,365
7/7 (2011),8 PM,285
7/7 (2011),9 PM,209
7/7 (2011),10 PM,182
7/7 (2011),11 PM,129
7/8 (2011),12 AM,47
7/8 (2011),1 AM,34
7/8 (2011),2 AM,22
7/8 (2011),3 AM,6
7/8 (2011),4 AM,11
7/8 (2011),5 AM,27
7/8 (2011),6 AM,102
7/8 (2011),7 AM,332
7/8 (2011),8 AM,457
7/8 (2011),9 AM,241
7/8 (2011),10 AM,138
7/8 (2011),11 AM,165
7/8 (2011),12 PM,213
7/8 (2011),1 PM,229
7/8 (2011),2 PM,216
7/8 (2011),3 PM,141
7/8 (2011),4 PM,132
7/8 (2011),5 PM,167
7/8 (2011),6 PM,316
7/8 (2011),7 PM,270
7/8 (2011),8 PM,250
7/8 (2011),9 PM,204
7/8 (2011),10 PM,169
7/8 (2011),11 PM,151
7/9 (2011),12 AM,121
7/9 (2011),1 AM,53
7/9 (2011),2 AM,55
7/9 (2011),3 AM,30
7/9 (2011),4 AM,6
7/9 (2011),5 AM,15
7/9 (2011),6 AM,38
7/9 (2011),7 AM,71
7/9 (2011),8 AM,182
7/9 (2011),9 AM,247
7/9 (2011),10 AM,264
7/9 (2011),11 AM,290
7/9 (2011),12 PM,366
7/9 (2011),1 PM,416
7/9 (2011),2 PM,373
7/9 (2011),3 PM,402
7/9 (2011),4 PM,416
7/9 (2011),5 PM,401
7/9 (2011),6 PM,378
7/9 (2011),7 PM,306
7/9 (2011),8 PM,314
7/9 (2011),9 PM,238
7/9 (2011),10 PM,214
7/9 (2011),11 PM,140
7/10 (2011),12 AM,154
7/10 (2011),1 AM,113
7/10 (2011),2 AM,96
7/10 (2011),3 AM,25
7/10 (2011),4 AM,5
7/10 (2011),5 AM,17
7/10 (2011),6 AM,25
7/10 (2011),7 AM,65
7/10 (2011),8 AM,92
7/10 (2011),9 AM,169
7/10 (2011),10 AM,268
7/10 (2011),11 AM,287
7/10 (2011),12 PM,377
7/10 (2011),1 PM,367
7/10 (2011),2 PM,349
7/10 (2011),3 PM,361
7/10 (2011),4 PM,372
7/10 (2011),5 PM,363
7/10 (2011),6 PM,363
7/10 (2011),7 PM,303
7/10 (2011),8 PM,268
7/10 (2011),9 PM,227
7/10 (2011),10 PM,143
7/10 (2011),11 PM,72
7/11 (2011),12 AM,35
7/11 (2011),1 AM,10
7/11 (2011),2 AM,12
7/11 (2011),3 AM,10
7/11 (2011),4 AM,4
7/11 (2011),5 AM,26
7/11 (2011),6 AM,121
7/11 (2011),7 AM,317
7/11 (2011),8 AM,420
7/11 (2011),9 AM,208
7/11 (2011),10 AM,117
7/11 (2011),11 AM,128
7/11 (2011),12 PM,148
7/11 (2011),1 PM,141
7/11 (2011),2 PM,134
7/11 (2011),3 PM,146
7/11 (2011),4 PM,239
7/11 (2011),5 PM,514
7/11 (2011),6 PM,472
7/11 (2011),7 PM,373
7/11 (2011),8 PM,236
7/11 (2011),9 PM,130
7/11 (2011),10 PM,90
7/11 (2011),11 PM,55
7/12 (2011),12 AM,22
7/12 (2011),1 AM,14
7/12 (2011),2 AM,9
7/12 (2011),3 AM,8
7/12 (2011),4 AM,6
7/12 (2011),5 AM,25
7/12 (2011),6 AM,115
7/12 (2011),7 AM,330
7/12 (2011),8 AM,417
7/12 (2011),9 AM,176
7/12 (2011),10 AM,123
7/12 (2011),11 AM,125
7/12 (2011),12 PM,163
7/12 (2011),1 PM,136
7/12 (2011),2 PM,124
7/12 (2011),3 PM,148
7/12 (2011),4 PM,202
7/12 (2011),5 PM,428
7/12 (2011),6 PM,511
7/12 (2011),7 PM,337
7/12 (2011),8 PM,308
7/12 (2011),9 PM,258
7/12 (2011),10 PM,194
7/12 (2011),11 PM,79
7/13 (2011),12 AM,46
7/13 (2011),1 AM,12
7/13 (2011),2 AM,5
7/13 (2011),3 AM,4
7/13 (2011),4 AM,5
7/13 (2011),5 AM,26
7/13 (2011),6 AM,121
7/13 (2011),7 AM,313
7/13 (2011),8 AM,449
7/13 (2011),9 AM,186
7/13 (2011),10 AM,113
7/13 (2011),11 AM,165
7/13 (2011),12 PM,174
7/13 (2011),1 PM,158
7/13 (2011),2 PM,116
7/13 (2011),3 PM,46
7/13 (2011),4 PM,141
7/13 (2011),5 PM,488
7/13 (2011),6 PM,463
7/13 (2011),7 PM,419
7/13 (2011),8 PM,342
7/13 (2011),9 PM,250
7/13 (2011),10 PM,184
7/13 (2011),11 PM,116
7/14 (2011),12 AM,46
7/14 (2011),1 AM,25
7/14 (2011),2 AM,10
7/14 (2011),3 AM,6
7/14 (2011),4 AM,6
7/14 (2011),5 AM,28
7/14 (2011),6 AM,130
7/14 (2011),7 AM,334
7/14 (2011),8 AM,486
7/14 (2011),9 AM,224
7/14 (2011),10 AM,127
7/14 (2011),11 AM,148
7/14 (2011),12 PM,223
7/14 (2011),1 PM,177
7/14 (2011),2 PM,178
7/14 (2011),3 PM,180
7/14 (2011),4 PM,274
7/14 (2011),5 PM,595
7/14 (2011),6 PM,578
7/14 (2011),7 PM,400
7/14 (2011),8 PM,348
7/14 (2011),9 PM,261
7/14 (2011),10 PM,176
7/14 (2011),11 PM,124
7/15 (2011),12 AM,80
7/15 (2011),1 AM,20
7/15 (2011),2 AM,38
7/15 (2011),3 AM,7
7/15 (2011),4 AM,10
7/15 (2011),5 AM,23
7/15 (2011),6 AM,120
7/15 (2011),7 AM,274
7/15 (2011),8 AM,564
7/15 (2011),9 AM,207
7/15 (2011),10 AM,166
7/15 (2011),11 AM,210
7/15 (2011),12 PM,238
7/15 (2011),1 PM,247
7/15 (2011),2 PM,265
7/15 (2011),3 PM,237
7/15 (2011),4 PM,361
7/15 (2011),5 PM,587
7/15 (2011),6 PM,496
7/15 (2011),7 PM,394
7/15 (2011),8 PM,343
7/15 (2011),9 PM,261
7/15 (2011),10 PM,223
7/15 (2011),11 PM,167
7/16 (2011),12 AM,110
7/16 (2011),1 AM,75
7/16 (2011),2 AM,58
7/16 (2011),3 AM,26
7/16 (2011),4 AM,16
7/16 (2011),5 AM,10
7/16 (2011),6 AM,37
7/16 (2011),7 AM,52
7/16 (2011),8 AM,127
7/16 (2011),9 AM,222
7/16 (2011),10 AM,322
7/16 (2011),11 AM,396
7/16 (2011),12 PM,463
7/16 (2011),1 PM,497
7/16 (2011),2 PM,433
7/16 (2011),3 PM,428
7/16 (2011),4 PM,425
7/16 (2011),5 PM,475
7/16 (2011),6 PM,428
7/16 (2011),7 PM,406
7/16 (2011),8 PM,296
7/16 (2011),9 PM,252
7/16 (2011),10 PM,201
7/16 (2011),11 PM,168
7/17 (2011),12 AM,125
7/17 (2011),1 AM,102
7/17 (2011),2 AM,94
7/17 (2011),3 AM,47
7/17 (2011),4 AM,10
7/17 (2011),5 AM,12
7/17 (2011),6 AM,21
7/17 (2011),7 AM,50
7/17 (2011),8 AM,118
7/17 (2011),9 AM,184
7/17 (2011),10 AM,304
7/17 (2011),11 AM,391
7/17 (2011),12 PM,420
7/17 (2011),1 PM,472
7/17 (2011),2 PM,430
7/17 (2011),3 PM,324
7/17 (2011),4 PM,317
7/17 (2011),5 PM,369
7/17 (2011),6 PM,390
7/17 (2011),7 PM,379
7/17 (2011),8 PM,262
7/17 (2011),9 PM,207
7/17 (2011),10 PM,181
7/17 (2011),11 PM,93
7/18 (2011),12 AM,51
7/18 (2011),1 AM,25
7/18 (2011),2 AM,10
7/18 (2011),3 AM,7
7/18 (2011),4 AM,4
7/18 (2011),5 AM,17
7/18 (2011),6 AM,105
7/18 (2011),7 AM,277
7/18 (2011),8 AM,347
7/18 (2011),9 AM,203
7/18 (2011),10 AM,130
7/18 (2011),11 AM,141
7/18 (2011),12 PM,165
7/18 (2011),1 PM,152
7/18 (2011),2 PM,138
7/18 (2011),3 PM,164
7/18 (2011),4 PM,265
7/18 (2011),5 PM,545
7/18 (2011),6 PM,558
7/18 (2011),7 PM,398
7/18 (2011),8 PM,323
7/18 (2011),9 PM,202
7/18 (2011),10 PM,140
7/18 (2011),11 PM,91
7/19 (2011),12 AM,51
7/19 (2011),1 AM,13
7/19 (2011),2 AM,13
7/19 (2011),3 AM,3
7/19 (2011),4 AM,5
7/19 (2011),5 AM,19
7/19 (2011),6 AM,134
7/19 (2011),7 AM,315
7/19 (2011),8 AM,412
7/19 (2011),9 AM,199
7/19 (2011),10 AM,141
7/19 (2011),11 AM,127
7/19 (2011),12 PM,153
7/19 (2011),1 PM,172
7/19 (2011),2 PM,152
7/19 (2011),3 PM,158
7/19 (2011),4 PM,277
7/19 (2011),5 PM,513
7/19 (2011),6 PM,530
7/19 (2011),7 PM,388
7/19 (2011),8 PM,277
7/19 (2011),9 PM,241
7/19 (2011),10 PM,156
7/19 (2011),11 PM,92
7/20 (2011),12 AM,40
7/20 (2011),1 AM,11
7/20 (2011),2 AM,9
7/20 (2011),3 AM,6
7/20 (2011),4 AM,4
7/20 (2011),5 AM,23
7/20 (2011),6 AM,116
7/20 (2011),7 AM,303
7/20 (2011),8 AM,438
7/20 (2011),9 AM,209
7/20 (2011),10 AM,110
7/20 (2011),11 AM,142
7/20 (2011),12 PM,149
7/20 (2011),1 PM,120
7/20 (2011),2 PM,127
7/20 (2011),3 PM,138
7/20 (2011),4 PM,234
7/20 (2011),5 PM,455
7/20 (2011),6 PM,497
7/20 (2011),7 PM,382
7/20 (2011),8 PM,309
7/20 (2011),9 PM,242
7/20 (2011),10 PM,169
7/20 (2011),11 PM,99
7/21 (2011),12 AM,42
7/21 (2011),1 AM,21
7/21 (2011),2 AM,6
7/21 (2011),3 AM,6
7/21 (2011),4 AM,4
7/21 (2011),5 AM,18
7/21 (2011),6 AM,117
7/21 (2011),7 AM,274
7/21 (2011),8 AM,381
7/21 (2011),9 AM,200
7/21 (2011),10 AM,78
7/21 (2011),11 AM,106
7/21 (2011),12 PM,135
7/21 (2011),1 PM,102
7/21 (2011),2 PM,147
7/21 (2011),3 PM,133
7/21 (2011),4 PM,210
7/21 (2011),5 PM,414
7/21 (2011),6 PM,382
7/21 (2011),7 PM,284
7/21 (2011),8 PM,237
7/21 (2011),9 PM,225
7/21 (2011),10 PM,149
7/21 (2011),11 PM,113
7/22 (2011),12 AM,60
7/22 (2011),1 AM,24
7/22 (2011),2 AM,14
7/22 (2011),3 AM,7
7/22 (2011),4 AM,13
7/22 (2011),5 AM,19
7/22 (2011),6 AM,96
7/22 (2011),7 AM,252
7/22 (2011),8 AM,322
7/22 (2011),9 AM,208
7/22 (2011),10 AM,115
7/22 (2011),11 AM,109
7/22 (2011),12 PM,115
7/22 (2011),1 PM,123
7/22 (2011),2 PM,101
7/22 (2011),3 PM,133
7/22 (2011),4 PM,182
7/22 (2011),5 PM,306
7/22 (2011),6 PM,284
7/22 (2011),7 PM,250
7/22 (2011),8 PM,212
7/22 (2011),9 PM,190
7/22 (2011),10 PM,149
7/22 (2011),11 PM,103
7/23 (2011),12 AM,101
7/23 (2011),1 AM,70
7/23 (2011),2 AM,61
7/23 (2011),3 AM,22
7/23 (2011),4 AM,9
7/23 (2011),5 AM,7
7/23 (2011),6 AM,25
7/23 (2011),7 AM,45
7/23 (2011),8 AM,109
7/23 (2011),9 AM,132
7/23 (2011),10 AM,198
7/23 (2011),11 AM,216
7/23 (2011),12 PM,235
7/23 (2011),1 PM,245
7/23 (2011),2 PM,236
7/23 (2011),3 PM,215
7/23 (2011),4 PM,221
7/23 (2011),5 PM,197
7/23 (2011),6 PM,196
7/23 (2011),7 PM,217
7/23 (2011),8 PM,145
7/23 (2011),9 PM,154
7/23 (2011),10 PM,125
7/23 (2011),11 PM,104
7/24 (2011),12 AM,119
7/24 (2011),1 AM,96
7/24 (2011),2 AM,60
7/24 (2011),3 AM,37
7/24 (2011),4 AM,6
7/24 (2011),5 AM,8
7/24 (2011),6 AM,22
7/24 (2011),7 AM,35
7/24 (2011),8 AM,104
7/24 (2011),9 AM,154
7/24 (2011),10 AM,226
7/24 (2011),11 AM,243
7/24 (2011),12 PM,246
7/24 (2011),1 PM,252
7/24 (2011),2 PM,283
7/24 (2011),3 PM,238
7/24 (2011),4 PM,249
7/24 (2011),5 PM,249
7/24 (2011),6 PM,243
7/24 (2011),7 PM,240
7/24 (2011),8 PM,195
7/24 (2011),9 PM,153
7/24 (2011),10 PM,98
7/24 (2011),11 PM,50
7/25 (2011),12 AM,34
7/25 (2011),1 AM,12
7/25 (2011),2 AM,6
7/25 (2011),3 AM,4
7/25 (2011),4 AM,6
7/25 (2011),5 AM,24
7/25 (2011),6 AM,107
7/25 (2011),7 AM,277
7/25 (2011),8 AM,387
7/25 (2011),9 AM,135
7/25 (2011),10 AM,84
7/25 (2011),11 AM,107
7/25 (2011),12 PM,67
7/25 (2011),1 PM,78
7/25 (2011),2 PM,90
7/25 (2011),3 PM,112
7/25 (2011),4 PM,198
7/25 (2011),5 PM,485
7/25 (2011),6 PM,533
7/25 (2011),7 PM,386
7/25 (2011),8 PM,302
7/25 (2011),9 PM,194
7/25 (2011),10 PM,125
7/25 (2011),11 PM,87
7/26 (2011),12 AM,28
7/26 (2011),1 AM,12
7/26 (2011),2 AM,7
7/26 (2011),3 AM,4
7/26 (2011),4 AM,6
7/26 (2011),5 AM,27
7/26 (2011),6 AM,110
7/26 (2011),7 AM,318
7/26 (2011),8 AM,424
7/26 (2011),9 AM,187
7/26 (2011),10 AM,138
7/26 (2011),11 AM,151
7/26 (2011),12 PM,147
7/26 (2011),1 PM,182
7/26 (2011),2 PM,147
7/26 (2011),3 PM,163
7/26 (2011),4 PM,254
7/26 (2011),5 PM,537
7/26 (2011),6 PM,546
7/26 (2011),7 PM,398
7/26 (2011),8 PM,290
7/26 (2011),9 PM,267
7/26 (2011),10 PM,158
7/26 (2011),11 PM,89
7/27 (2011),12 AM,45
7/27 (2011),1 AM,10
7/27 (2011),2 AM,6
7/27 (2011),3 AM,4
7/27 (2011),4 AM,4
7/27 (2011),5 AM,18
7/27 (2011),6 AM,123
7/27 (2011),7 AM,347
7/27 (2011),8 AM,433
7/27 (2011),9 AM,216
7/27 (2011),10 AM,114
7/27 (2011),11 AM,136
7/27 (2011),12 PM,169
7/27 (2011),1 PM,180
7/27 (2011),2 PM,127
7/27 (2011),3 PM,140
7/27 (2011),4 PM,268
7/27 (2011),5 PM,572
7/27 (2011),6 PM,541
7/27 (2011),7 PM,375
7/27 (2011),8 PM,294
7/27 (2011),9 PM,245
7/27 (2011),10 PM,180
7/27 (2011),11 PM,109
7/28 (2011),12 AM,45
7/28 (2011),1 AM,29
7/28 (2011),2 AM,7
7/28 (2011),3 AM,5
7/28 (2011),4 AM,6
7/28 (2011),5 AM,27
7/28 (2011),6 AM,116
7/28 (2011),7 AM,305
7/28 (2011),8 AM,456
7/28 (2011),9 AM,210
7/28 (2011),10 AM,116
7/28 (2011),11 AM,154
7/28 (2011),12 PM,186
7/28 (2011),1 PM,152
7/28 (2011),2 PM,138
7/28 (2011),3 PM,146
7/28 (2011),4 PM,256
7/28 (2011),5 PM,468
7/28 (2011),6 PM,483
7/28 (2011),7 PM,322
7/28 (2011),8 PM,270
7/28 (2011),9 PM,196
7/28 (2011),10 PM,174
7/28 (2011),11 PM,123
7/29 (2011),12 AM,57
7/29 (2011),1 AM,34
7/29 (2011),2 AM,13
7/29 (2011),3 AM,11
7/29 (2011),4 AM,6
7/29 (2011),5 AM,27
7/29 (2011),6 AM,90
7/29 (2011),7 AM,254
7/29 (2011),8 AM,384
7/29 (2011),9 AM,179
7/29 (2011),10 AM,106
7/29 (2011),11 AM,161
7/29 (2011),12 PM,135
7/29 (2011),1 PM,156
7/29 (2011),2 PM,148
7/29 (2011),3 PM,169
7/29 (2011),4 PM,233
7/29 (2011),5 PM,421
7/29 (2011),6 PM,362
7/29 (2011),7 PM,241
7/29 (2011),8 PM,206
7/29 (2011),9 PM,163
7/29 (2011),10 PM,174
7/29 (2011),11 PM,116
7/30 (2011),12 AM,133
7/30 (2011),1 AM,90
7/30 (2011),2 AM,42
7/30 (2011),3 AM,43
7/30 (2011),4 AM,10
7/30 (2011),5 AM,13
7/30 (2011),6 AM,24
7/30 (2011),7 AM,42
7/30 (2011),8 AM,114
7/30 (2011),9 AM,174
7/30 (2011),10 AM,261
7/30 (2011),11 AM,317
7/30 (2011),12 PM,341
7/30 (2011),1 PM,308
7/30 (2011),2 PM,305
7/30 (2011),3 PM,302
7/30 (2011),4 PM,302
7/30 (2011),5 PM,302
7/30 (2011),6 PM,299
7/30 (2011),7 PM,256
7/30 (2011),8 PM,206
7/30 (2011),9 PM,205
7/30 (2011),10 PM,209
7/30 (2011),11 PM,177
7/31 (2011),12 AM,113
7/31 (2011),1 AM,79
7/31 (2011),2 AM,67
7/31 (2011),3 AM,50
7/31 (2011),4 AM,13
7/31 (2011),5 AM,8
7/31 (2011),6 AM,13
7/31 (2011),7 AM,45
7/31 (2011),8 AM,142
7/31 (2011),9 AM,183
7/31 (2011),10 AM,254
7/31 (2011),11 AM,275
7/31 (2011),12 PM,338
7/31 (2011),1 PM,294
7/31 (2011),2 PM,326
7/31 (2011),3 PM,293
7/31 (2011),4 PM,306
7/31 (2011),5 PM,320
7/31 (2011),6 PM,304
7/31 (2011),7 PM,274
7/31 (2011),8 PM,275
7/31 (2011),9 PM,164
7/31 (2011),10 PM,96
7/31 (2011),11 PM,70
8/1 (2011),12 AM,29
8/1 (2011),1 AM,17
8/1 (2011),2 AM,11
8/1 (2011),3 AM,4
8/1 (2011),4 AM,4
8/1 (2011),5 AM,26
8/1 (2011),6 AM,100
8/1 (2011),7 AM,282
8/1 (2011),8 AM,382
8/1 (2011),9 AM,166
8/1 (2011),10 AM,97
8/1 (2011),11 AM,119
8/1 (2011),12 PM,168
8/1 (2011),1 PM,150
8/1 (2011),2 PM,123
8/1 (2011),3 PM,129
8/1 (2011),4 PM,231
8/1 (2011),5 PM,514
8/1 (2011),6 PM,543
8/1 (2011),7 PM,413
8/1 (2011),8 PM,305
8/1 (2011),9 PM,220
8/1 (2011),10 PM,137
8/1 (2011),11 PM,96
8/2 (2011),12 AM,29
8/2 (2011),1 AM,12
8/2 (2011),2 AM,8
8/2 (2011),3 AM,5
8/2 (2011),4 AM,10
8/2 (2011),5 AM,21
8/2 (2011),6 AM,117
8/2 (2011),7 AM,335
8/2 (2011),8 AM,435
8/2 (2011),9 AM,213
8/2 (2011),10 AM,140
8/2 (2011),11 AM,128
8/2 (2011),12 PM,157
8/2 (2011),1 PM,203
8/2 (2011),2 PM,159
8/2 (2011),3 PM,168
8/2 (2011),4 PM,274
8/2 (2011),5 PM,556
8/2 (2011),6 PM,556
8/2 (2011),7 PM,454
8/2 (2011),8 PM,288
8/2 (2011),9 PM,254
8/2 (2011),10 PM,191
8/2 (2011),11 PM,132
8/3 (2011),12 AM,43
8/3 (2011),1 AM,16
8/3 (2011),2 AM,11
8/3 (2011),3 AM,4
8/3 (2011),4 AM,7
8/3 (2011),5 AM,24
8/3 (2011),6 AM,110
8/3 (2011),7 AM,271
8/3 (2011),8 AM,437
8/3 (2011),9 AM,195
8/3 (2011),10 AM,68
8/3 (2011),11 AM,122
8/3 (2011),12 PM,161
8/3 (2011),1 PM,144
8/3 (2011),2 PM,147
8/3 (2011),3 PM,118
8/3 (2011),4 PM,150
8/3 (2011),5 PM,425
8/3 (2011),6 PM,492
8/3 (2011),7 PM,321
8/3 (2011),8 PM,87
8/3 (2011),9 PM,88
8/3 (2011),10 PM,77
